time_step,class,pixels,percentage
76,>20 - 40 %,8548,0.51
76,>40 - 60 %,68394,4.07
76,>60 - 80 %,107779,6.42
76,>80 - <100 %,215720,12.85
76,100 %,1276479,76.05
77,0 %,0,0.0
77,>0 - 20 %,1742,0.1
77,>20 - 40 %,8620,0.51
77,>40 - 60 %,68709,4.09
77,>60 - 80 %,107593,6.41
77,>80 - <100 %,217378,12.95
77,100 %,1274446,75.93
78,0 %,0,0.0
78,>0 - 20 %,2026,0.12
78,>20 - 40 %,8359,0.5
78,>40 - 60 %,68749,4.1
78,>60 - 80 %,108714,6.48
78,>80 - <100 %,218579,13.02
78,100 %,1272061,75.79
79,0 %,0,0.0
79,>0 - 20 %,2205,0.13
79,>20 - 40 %,7758,0.46
79,>40 - 60 %,68296,4.07
79,>60 - 80 %,110994,6.61
79,>80 - <100 %,219812,13.1
79,100 %,1269423,75.63
80,0 %,0,0.0
80,>0 - 20 %,2160,0.13
80,>20 - 40 %,7072,0.42
80,>40 - 60 %,66816,3.98
80,>60 - 80 %,114903,6.85
80,>80 - <100 %,221519,13.2
80,100 %,1266018,75.43
81,0 %,0,0.0
81,>0 - 20 %,2012,0.12
81,>20 - 40 %,6305,0.38
81,>40 - 60 %,66790,3.98
81,>60 - 80 %,116351,6.93
81,>80 - <100 %,224707,13.39
81,100 %,1262323,75.21
82,0 %,0,0.0
82,>0 - 20 %,2042,0.12
82,>20 - 40 %,5528,0.33
82,>40 - 60 %,67080,4.0
82,>60 - 80 %,116279,6.93
82,>80 - <100 %,228512,13.61
82,100 %,1259047,75.01
83,0 %,0,0.0
83,>0 - 20 %,2166,0.13
83,>20 - 40 %,4998,0.3
83,>40 - 60 %,66525,3.96
83,>60 - 80 %,116756,6.96
83,>80 - <100 %,231715,13.8
83,100 %,1256328,74.85
