time_step,LUT_code,pixels,percentage
67,LUT05,0,0.0
68,LUT01,93,0.01
68,LUT02,2497,0.15
68,LUT03,52823,3.15
68,LUT04,103680,6.18
68,LUT05,0,0.0
69,LUT01,93,0.01
69,LUT02,2497,0.15
69,LUT03,52823,3.15
69,LUT04,103680,6.18
69,LUT05,0,0.0
70,LUT01,93,0.01
70,LUT02,2497,0.15
70,LUT03,52823,3.15
70,LUT04,103680,6.18
70,LUT05,0,0.0
71,LUT01,93,0.01
71,LUT02,2497,0.15
71,LUT03,52823,3.15
71,LUT04,103681,6.18
71,LUT05,0,0.0
72,LUT01,93,0.01
72,LUT02,2497,0.15
72,LUT03,52823,3.15
72,LUT04,103681,6.18
72,LUT05,0,0.0
73,LUT01,93,0.01
73,LUT02,2497,0.15
73,LUT03,52823,3.15
73,LUT04,103681,6.18
73,LUT05,0,0.0
74,LUT01,93,0.01
74,LUT02,2497,0.15
74,LUT03,52822,3.15
74,LUT04,103681,6.18
74,LUT05,0,0.0
75,LUT01,93,0.01
75,LUT02,2497,0.15
75,LUT03,52823,3.15
75,LUT04,103680,6.18
75,LUT05,0,0.0
76,LUT01,93,0.01
76,LUT02,2497,0.15
76,LUT03,52823,3.15
76,LUT04,103680,6.18
76,LUT05,0,0.0
