time_step,class,pixels,percentage
65,>60 - 80 %,130248,7.76
65,>80 - <100 %,178124,10.61
65,100 %,1264199,75.32
66,0 %,0,0.0
66,>0 - 20 %,2342,0.14
66,>20 - 40 %,11146,0.66
66,>40 - 60 %,92645,5.52
66,>60 - 80 %,130607,7.78
66,>80 - <100 %,179771,10.71
66,100 %,1261977,75.19
67,0 %,0,0.0
67,>0 - 20 %,2306,0.14
67,>20 - 40 %,11263,0.67
67,>40 - 60 %,92334,5.5
67,>60 - 80 %,131896,7.86
67,>80 - <100 %,180709,10.77
67,100 %,1259980,75.07
68,0 %,0,0.0
68,>0 - 20 %,2290,0.14
68,>20 - 40 %,11344,0.68
68,>40 - 60 %,92336,5.5
68,>60 - 80 %,132693,7.91
68,>80 - <100 %,182390,10.87
68,100 %,1257435,74.91
69,0 %,0,0.0
69,>0 - 20 %,2315,0.14
69,>20 - 40 %,11368,0.68
69,>40 - 60 %,92130,5.49
69,>60 - 80 %,134174,7.99
69,>80 - <100 %,182965,10.9
69,100 %,1255536,74.8
70,0 %,0,0.0
70,>0 - 20 %,2272,0.14
70,>20 - 40 %,11389,0.68
70,>40 - 60 %,91833,5.47
70,>60 - 80 %,134967,8.04
70,>80 - <100 %,185262,11.04
70,100 %,1252765,74.64
71,0 %,0,0.0
71,>0 - 20 %,2244,0.13
71,>20 - 40 %,11470,0.68
71,>40 - 60 %,91772,5.47
71,>60 - 80 %,135773,8.09
71,>80 - <100 %,187097,11.15
71,100 %,1250132,74.48
72,0 %,0,0.0
72,>0 - 20 %,2260,0.13
72,>20 - 40 %,11544,0.69
72,>40 - 60 %,92130,5.49
72,>60 - 80 %,136352,8.12
72,>80 - <100 %,188258,11.22
72,100 %,1247944,74.35
73,0 %,0,0.0
73,>0 - 20 %,2492,0.15
73,>20 - 40 %,11534,0.69
73,>40 - 60 %,92814,5.53
73,>60 - 80 %,135940,8.1
73,>80 - <100 %,190727,11.36
73,100 %,1244981,74.17
74,0 %,0,0.0
74,>0 - 20 %,2652,0.16
74,>20 - 40 %,11380,0.68
74,>40 - 60 %,93409,5.57
74,>60 - 80 %,135887,8.1
74,>80 - <100 %,192786,11.49
74,100 %,1242374,74.02
75,0 %,0,0.0
75,>0 - 20 %,2913,0.17
75,>20 - 40 %,11130,0.66
75,>40 - 60 %,93590,5.58
75,>60 - 80 %,136247,8.12
75,>80 - <100 %,194981,11.62
75,100 %,1239627,73.85
76,0 %,0,0.0
76,>0 - 20 %,3078,0.18
76,>20 - 40 %,11002,0.66
76,>40 - 60 %,94346,5.62
76,>60 - 80 %,135334,8.06
76,>80 - <100 %,197878,11.79
76,100 %,1236850,73.69
