time_step,LUT_code,pixels,percentage
63,LUT04,205337,12.23
63,LUT05,9446,0.56
64,LUT01,24125,1.44
64,LUT02,0,0.0
64,LUT03,254710,15.17
64,LUT04,206095,12.28
64,LUT05,9446,0.56
65,LUT01,24126,1.44
65,LUT02,0,0.0
65,LUT03,257478,15.34
65,LUT04,206978,12.33
65,LUT05,9446,0.56
66,LUT01,24126,1.44
66,LUT02,0,0.0
66,LUT03,260200,15.5
66,LUT04,208163,12.4
66,LUT05,9446,0.56
67,LUT01,24125,1.44
67,LUT02,0,0.0
67,LUT03,263130,15.68
67,LUT04,209581,12.49
67,LUT05,9446,0.56
68,LUT01,24124,1.44
68,LUT02,0,0.0
68,LUT03,265995,15.85
68,LUT04,210960,12.57
68,LUT05,9446,0.56
69,LUT01,24123,1.44
69,LUT02,0,0.0
69,LUT03,268998,16.03
69,LUT04,212441,12.66
69,LUT05,9446,0.56
70,LUT01,24123,1.44
70,LUT02,0,0.0
70,LUT03,271916,16.2
70,LUT04,213796,12.74
70,LUT05,9446,0.56
71,LUT01,24122,1.44
71,LUT02,0,0.0
71,LUT03,274849,16.37
71,LUT04,215181,12.82
71,LUT05,9446,0.56
72,LUT01,24121,1.44
72,LUT02,0,0.0
72,LUT03,277836,16.55
72,LUT04,216595,12.9
72,LUT05,9446,0.56
73,LUT01,24122,1.44
73,LUT02,0,0.0
73,LUT03,280897,16.74
73,LUT04,218012,12.99
73,LUT05,9446,0.56
74,LUT01,24122,1.44
74,LUT02,0,0.0
74,LUT03,284379,16.94
74,LUT04,219740,13.09
74,LUT05,9446,0.56
75,LUT01,24121,1.44
75,LUT02,0,0.0
75,LUT03,287916,17.15
75,LUT04,221488,13.2
75,LUT05,9446,0.56
76,LUT01,24121,1.44
76,LUT02,0,0.0
76,LUT03,291466,17.36
76,LUT04,223259,13.3
76,LUT05,9446,0.56
77,LUT01,24119,1.44
77,LUT02,0,0.0
77,LUT03,295136,17.58
77,LUT04,225014,13.41
77,LUT05,9446,0.56
78,LUT01,24118,1.44
78,LUT02,0,0.0
78,LUT03,298790,17.8
78,LUT04,226736,13.51
78,LUT05,9446,0.56
79,LUT01,24118,1.44
79,LUT02,0,0.0
79,LUT03,302544,18.02
79,LUT04,228492,13.61
79,LUT05,9446,0.56
80,LUT01,24118,1.44
80,LUT02,0,0.0
80,LUT03,306497,18.26
80,LUT04,230370,13.72
80,LUT05,9446,0.56
81,LUT01,24118,1.44
81,LUT02,0,0.0
81,LUT03,310190,18.48
81,LUT04,232195,13.83
81,LUT05,9446,0.56
82,LUT01,24117,1.44
82,LUT02,0,0.0
82,LUT03,313833,18.7
82,LUT04,234157,13.95
82,LUT05,9446,0.56
83,LUT01,24117,1.44
83,LUT02,0,0.0
83,LUT03,317507,18.92
83,LUT04,236100,14.07
83,LUT05,9446,0.56
