time_step,class,pixels,percentage
57,>60 - 80 %,91748,5.47
57,>80 - <100 %,170077,10.13
57,100 %,1330112,79.24
58,0 %,0,0.0
58,>0 - 20 %,1768,0.11
58,>20 - 40 %,16608,0.99
58,>40 - 60 %,67843,4.04
58,>60 - 80 %,90999,5.42
58,>80 - <100 %,172128,10.25
58,100 %,1329142,79.19
59,0 %,0,0.0
59,>0 - 20 %,1757,0.1
59,>20 - 40 %,16490,0.98
59,>40 - 60 %,67554,4.02
59,>60 - 80 %,90470,5.39
59,>80 - <100 %,174057,10.37
59,100 %,1328160,79.13
60,0 %,0,0.0
60,>0 - 20 %,1690,0.1
60,>20 - 40 %,16317,0.97
60,>40 - 60 %,67532,4.02
60,>60 - 80 %,89765,5.35
60,>80 - <100 %,175789,10.47
60,100 %,1327395,79.08
61,0 %,0,0.0
61,>0 - 20 %,1607,0.1
61,>20 - 40 %,16145,0.96
61,>40 - 60 %,67301,4.01
61,>60 - 80 %,89379,5.32
61,>80 - <100 %,177361,10.57
61,100 %,1326695,79.04
62,0 %,0,0.0
62,>0 - 20 %,1600,0.1
62,>20 - 40 %,15996,0.95
62,>40 - 60 %,66949,3.99
62,>60 - 80 %,89095,5.31
62,>80 - <100 %,178811,10.65
62,100 %,1326037,79.0
63,0 %,0,0.0
63,>0 - 20 %,1553,0.09
63,>20 - 40 %,15848,0.94
63,>40 - 60 %,66493,3.96
63,>60 - 80 %,89136,5.31
63,>80 - <100 %,180126,10.73
63,100 %,1325332,78.96
64,0 %,0,0.0
64,>0 - 20 %,1442,0.09
64,>20 - 40 %,15448,0.92
64,>40 - 60 %,66374,3.95
64,>60 - 80 %,88659,5.28
64,>80 - <100 %,181837,10.83
64,100 %,1324728,78.92
65,0 %,0,0.0
65,>0 - 20 %,1436,0.09
65,>20 - 40 %,15493,0.92
65,>40 - 60 %,66449,3.96
65,>60 - 80 %,88512,5.27
65,>80 - <100 %,183298,10.92
65,100 %,1323300,78.84
66,0 %,0,0.0
66,>0 - 20 %,1412,0.08
66,>20 - 40 %,15571,0.93
66,>40 - 60 %,65938,3.93
66,>60 - 80 %,87733,5.23
66,>80 - <100 %,207287,12.35
66,100 %,1300547,77.48
67,0 %,0,0.0
67,>0 - 20 %,1347,0.08
67,>20 - 40 %,15685,0.93
67,>40 - 60 %,65553,3.91
67,>60 - 80 %,87438,5.21
67,>80 - <100 %,208377,12.41
67,100 %,1300088,77.46
68,0 %,0,0.0
68,>0 - 20 %,1307,0.08
68,>20 - 40 %,15820,0.94
68,>40 - 60 %,64842,3.86
68,>60 - 80 %,87381,5.21
68,>80 - <100 %,208532,12.42
68,100 %,1300606,77.49
69,0 %,0,0.0
69,>0 - 20 %,1350,0.08
69,>20 - 40 %,16098,0.96
69,>40 - 60 %,63053,3.76
69,>60 - 80 %,88175,5.25
69,>80 - <100 %,208881,12.44
69,100 %,1300931,77.51
70,0 %,0,0.0
70,>0 - 20 %,1313,0.08
70,>20 - 40 %,16496,0.98
70,>40 - 60 %,61383,3.66
